,production
1006,1.534714366238164
1007,0.002995508979798479
1008,1.3885418336603699
1009,1.789423409430507
1010,1.4295717387183877
1011,0.2615947376884625
1012,1.275362800412609
1013,1.4949245256453396
1014,2.9574591113324984
1015,3.5412781137981684
1016,0.9738046380747618
1017,0.7893660383004882
1018,0.5971867894140341
1019,2.3666860184005696
1020,0.620038708739307
1021,5.069426078597679
1022,1.769854633840005
1023,0.0
1024,0.0
1025,3.393433991044321
1026,2.709782033946969
1027,1.8805331812814825
1028,2.1214228639199373
1029,2.0032352156745827
1030,2.1174596088673567
1031,2.3257155103829
1032,1.6323728837165963
1033,1.337104116929119
1034,0.9711576333149952
1035,1.6213664832993744
1036,2.2945529212967815
1037,0.9030028375472197
1038,0.8140364978353986
1040,2.2641560663742637
1041,2.485906150121084
1042,1.2781522025001875
1043,0.5982868995359852
1044,4.514085068026324
1045,0.770571077524749
1046,1.0885619528146082
1047,2.199444334074532
1048,2.330394793633313
1049,1.9827929666240312
1050,4.124938427306734
1051,4.777979982409451
1052,3.2827141008913787
1053,4.970097981272543
1054,4.970070211015875
1055,4.838952939739838
1056,2.052070344883704
1057,2.3280578889670767
1058,1.2252449396014757
1059,0.0
1060,1.3737155789130306
1061,1.4271963524403164
1062,2.394890763778072
1063,5.542725221486952
1064,0.9928813340358676
1065,2.2071749081893874
1066,2.2563317084765835
1067,1.4350845252893227
1068,2.323171726602434
1069,1.0163170459412796
1070,0.5193888544264786
1071,0.0889262091944015
1072,1.667895482005669
1073,2.3218974040264184
1074,2.3663107838745905
1075,2.2879789406046838
1076,1.9703239771442973
1077,0.9258449446789667
1078,2.044850096910217
1079,1.5793909910818036
1080,1.62924053973028
1081,0.9262410627273231
1082,1.0902440389975931
1083,1.9483357762701516
1084,3.5561191926627598
1085,1.0035687399812157
1086,1.5631845279166383
1087,2.3280578889670767
1088,4.856294596216711
1089,0.0
1090,5.051098824375881
1091,1.640548907459153
1092,1.3166762942390207
1093,2.2899050398366714
1094,2.489230621268055
1095,0.6559643894322293
1096,0.25309062768216184
1097,1.5435117623179335
1098,2.126563648748571
1099,0.0
1100,3.7450943674416712
1101,2.235697147452414
1102,2.054892668758423
1103,2.190871103364044
1104,3.6392164090948356
1105,3.6579046498145056
1106,3.0616604536680976
1107,4.587494894308083
1108,1.715777948205427
1109,1.2484680442124871
1110,1.0163170459412796
1111,1.4971646699513144
1112,1.4114746596501888
1113,0.8628899551470399
1114,0.6286086594223741
1115,1.0581374561023913
1116,1.0581374561023913
1117,1.264973825883335
1118,1.497835735852798
1119,0.8821132800725685
1120,1.026399954554185
1121,0.9616464335949523
1122,1.35247901262516
1123,0.7366854825744287
1124,1.8429277558024544
1125,1.0213712083246624
1126,0.6936470556015963
1127,0.9368773654825435
1128,0.9858167945227653
1129,1.3540294005326152
1130,1.1881482539789645
1131,2.2814635963719345
1132,2.0259088997187984
1133,2.6803363625346943
1134,1.5855549719707684
1135,0.5050087384444258
1136,1.3096832587480502
1137,1.3805277662255535
1138,1.6360798433805215
1139,0.6703901934373291
1140,0.892407791410823
1141,0.5050087384444258
1142,1.8012146279988102
1143,2.6526784255672236
1144,2.660748927984197
1145,1.6784041168988233
1146,2.2448500423428075
1147,1.9107269882920983
1148,0.7419373447293773
1149,0.8997547632340556
1150,0.8829407521926009
1151,0.8708748683436724
1152,1.4958211856471328
1153,0.9869355714434871
1154,2.545609699901405
1155,5.618489620160536
1156,5.935589720881572
1157,6.203112273908707
1158,3.9031235222411134
1159,3.8047718146811698
1160,0.9038132103630425
1161,2.158021641802693
1162,1.808780453562358
1163,0.9321640810304452
1164,1.2955487478131456
1165,5.098059919020528
1166,2.66486430365261
1167,1.3488520656440206
1168,1.640548907459153
1169,0.8895359945653354
1170,2.7987436797166323
1171,2.8193530262156656
1172,2.6896825437440253
1173,1.2593128993591005
1174,1.499399807225163
1175,1.4600093989421712
1176,1.3228219381643171
1177,1.57152833936088
1178,1.5562480839199813
1179,1.534714366238164
1180,4.157898223544415
1181,1.5501124463492857
1182,5.043560591613104
1183,4.900463221441208
1184,4.2550025946578005
1185,2.2325917211735105
1186,4.992361405683107
1187,4.300680995219929
1188,2.273259263612217
1189,0.5538851132264376
1190,1.6503878987630545
1191,1.57194370800652
1192,1.8967199048645416
1193,1.5955418072419891
1194,2.253709925211909
1195,2.270578296858959
1196,2.3054808961060713
1197,0.20048886074940359
1198,1.5696570424222558
1199,1.7443183946279186
1200,0.973049065692764
1201,0.9794533068317952
1202,2.3102555992982654
1203,1.5675737083354015
1204,2.081190012213953
1205,1.6319818768689949
1206,5.360333960298343
1207,2.3489914658082016
1208,2.0025604973438784
1209,5.495018375036692
1210,5.627815339431913
1211,5.625193709495803
1212,2.63991410533524
1213,0.9589670061545914
1214,1.0224509277025458
1215,2.8808263450526335
1216,2.9269179575536315
1217,2.2861507865306208
1218,2.1736147116970854
1219,2.1596380836741127
1220,3.936618052283526
1221,2.2977735359968237
1222,1.2742448573112677
1223,1.0932646823415144
1224,0.7889118025443247
1225,0.8006553882752306
1226,0.4173936789734382
1227,0.8899467565345531
1228,1.3825373122421782
1229,2.352517461742255
1230,0.0
1231,1.1612740497928207
1232,0.31481073984003355
1233,1.0504719133401748
1234,0.17730901497041035
1235,2.0010745126057308
1236,2.1783814895347393
1237,1.0009994598011094
1238,1.2504746379773557
1239,0.0
1240,2.037577337581137
1241,0.0
1242,2.991372784776538
1243,0.0
1244,1.3511851840063227
1245,2.1993334631835713
1246,2.4368537137990796
1247,0.9608816152020303
1248,1.0224509277025458
1250,0.5955343516929449
1251,4.325654676202704
1252,2.491799506045171
1253,1.7547496435941543
1254,2.03914024490631
1255,0.6595903970311026
1256,1.5312601313700764
1257,0.020782539182528505
1258,0.054488185284069734
1259,1.0567480845694108
1260,0.5692831933375594
1261,0.553310235372146
1262,0.5452270504833231
1263,1.885098009658556
1264,0.49956243148727997
1265,2.305081973192633
1266,2.155707897133286
1267,3.783234632595082
1268,1.4637182580846941
1269,1.4989531792588284
1270,1.4989531792588284
1271,1.506518858426259
1272,2.1269213238641576
1273,2.315698732139429
1274,1.7613002617433464
1275,0.9783261227936076
1276,0.8862438105218584
1277,0.946625931670228
1278,1.1065804583172865
1279,1.1125151938371012
1280,4.005677269505934
1281,1.1727916868423611
1282,2.0874097113290127
1284,1.0539635369992277
1285,1.6397731122301733
1286,4.122202890350497
1287,4.096841442420688
1288,4.029023512766871
1289,2.0840558792305814
1290,2.637413121502769
1291,1.5390154481375546
1292,2.2807483983848713
1293,2.286963712091089
1294,2.3218974040264184
1295,1.402659715206155
1296,1.8687205103641835
1297,1.5602476682433286
1298,0.7001227942963706
1299,2.284930157755325
1300,2.2260279702718906
1301,2.27469988950451
1302,1.8530113452598183
1303,0.7090205297162355
