,altitude,ac,solrad,lat,longitude
5089,2807.60009765625,6257.264650127556,5.209094993214591,36.377,95.198
5090,2807.60009765625,6257.264650127556,5.209094993214591,36.388,95.193
5091,2807.60009765625,6257.264650127556,5.209094993214591,36.388,-119.394
5092,2807.60009765625,6257.264650127556,5.209094993214591,36.395,95.193
5093,2807.60009765625,6257.264650127556,5.209094993214591,36.395,-77.593
5094,2807.60009765625,6257.264650127556,5.209094993214591,36.4,95.105
5095,2807.60009765625,6257.264650127556,5.209094993214591,36.4,95.246
5096,2807.60009765625,6257.264650127556,5.209094993214591,36.4,95.193
5097,2807.60009765625,6257.264650127556,5.209094993214591,36.4,95.265
5098,2807.60009765625,6257.264650127556,5.209094993214591,36.4,95.157
5099,2807.60009765625,6257.264650127556,5.209094993214591,36.4,95.244
5100,2807.60009765625,6257.264650127556,5.209094993214591,36.4,104.4
5101,2807.60009765625,6257.264650127556,5.209094993214591,36.404,95.195
5102,2807.60009765625,6257.264650127556,5.209094993214591,36.417,95.247
5103,2807.60009765625,6257.264650127556,5.209094993214591,36.417,95.197
5104,2807.60009765625,6257.264650127556,5.209094993214591,36.376,95.17
5105,2807.60009765625,6257.264650127556,5.209094993214591,36.4,95.105
5106,2807.60009765625,6257.264650127556,5.209094993214591,36.4,95.246
5107,2807.60009765625,6257.264650127556,5.209094993214591,36.4,95.193
5108,2807.60009765625,6257.264650127556,5.209094993214591,36.4,95.265
5109,2807.60009765625,6257.264650127556,5.209094993214591,36.4,95.157
5110,2807.60009765625,6257.264650127556,5.209094993214591,36.4,95.244
5111,2807.60009765625,6257.264650127556,5.209094993214591,36.4,104.4
5112,2807.60009765625,6257.264650127556,5.209094993214591,36.36,95.1
5113,2807.60009765625,6257.264650127556,5.209094993214591,36.36,95.105
5114,2807.60009765625,6257.264650127556,5.209094993214591,36.36,95.123
5115,2807.60009765625,6257.264650127556,5.209094993214591,36.36,95.257
5116,2807.60009765625,6257.264650127556,5.209094993214591,36.36,95.109
5117,2807.60009765625,6257.264650127556,5.209094993214591,36.36,95.17
5118,2807.60009765625,6257.264650127556,5.209094993214591,36.36,95.24
5119,2807.60009765625,6257.264650127556,5.209094993214591,36.355,95.171
5120,2807.60009765625,6257.264650127556,5.209094993214591,36.355,95.135
5121,2807.60009765625,6257.264650127556,5.209094993214591,36.355,95.256
5122,2807.60009765625,6257.264650127556,5.209094993214591,36.399,95.167
5123,2807.60009765625,6257.264650127556,5.209094993214591,36.399,95.24
5124,7.0,4769.578632036657,4.015214371425114,31.3062,120.8446
5125,567.7999877929688,4984.781085788342,4.029294542597217,44.68,130.51
5126,567.7999877929688,4984.781085788342,4.029294542597217,44.68,-83.4167
5127,4.300000190734863,3831.289160239908,3.252445533162312,31.79,120.3
5128,4.300000190734863,3831.289160239908,3.252445533162312,31.79,105.91
5130,2807.60009765625,6257.264650127556,5.209094993214591,36.38,95.265
5131,2807.60009765625,6257.264650127556,5.209094993214591,36.38,95.127
5132,2807.60009765625,6257.264650127556,5.209094993214591,36.38,94.97
5133,2807.60009765625,6257.264650127556,5.209094993214591,36.4,95.105
5134,2807.60009765625,6257.264650127556,5.209094993214591,36.4,95.246
5135,2807.60009765625,6257.264650127556,5.209094993214591,36.4,95.193
5136,2807.60009765625,6257.264650127556,5.209094993214591,36.4,95.265
5137,2807.60009765625,6257.264650127556,5.209094993214591,36.4,95.157
5138,2807.60009765625,6257.264650127556,5.209094993214591,36.4,95.244
5139,2807.60009765625,6257.264650127556,5.209094993214591,36.4,104.4
5140,2807.60009765625,6257.264650127556,5.209094993214591,36.314,94.815
5141,2807.60009765625,6257.264650127556,5.209094993214591,36.3183,94.8125
5142,2807.60009765625,6257.264650127556,5.209094993214591,36.328,116.599
5143,2807.60009765625,6257.264650127556,5.209094993214591,36.328,94.802
5144,2807.60009765625,6257.264650127556,5.209094993214591,36.337,94.809
5145,2807.60009765625,6257.264650127556,5.209094993214591,36.3324,94.8096
5146,1654.599975585938,4840.984934133849,4.131126382957584,25.59,99.335
5147,2850.699951171875,3995.031030420848,3.397200405377172,33.245,104.019
5148,2850.699951171875,3995.031030420848,3.397200405377172,33.245,131.759
5149,1393.300048828125,5609.706031854949,4.511437147087216,41.75,115.27
5150,1813.900024414062,4499.26424120408,3.810520379666009,35.88,5.475
5151,1813.900024414062,4499.26424120408,3.810520379666009,35.88,102.23
5152,3323.199951171875,4734.510627595467,3.90556812408559,36.178,100.534
5153,3323.199951171875,4734.510627595467,3.90556812408559,36.155,100.507
5154,3323.199951171875,4734.510627595467,3.90556812408559,36.265,100.647
5155,3323.199951171875,4734.510627595467,3.90556812408559,36.275,100.59
5156,3323.199951171875,4734.510627595467,3.90556812408559,36.287,100.57
5157,3323.199951171875,4734.510627595467,3.90556812408559,36.205,100.58
5158,3323.199951171875,4734.510627595467,3.90556812408559,36.196,100.565
5159,3323.199951171875,4734.510627595467,3.90556812408559,36.195,100.55
5160,3323.199951171875,4734.510627595467,3.90556812408559,36.195,-5.416
5161,1393.300048828125,5609.706031854949,4.511437147087216,41.34,114.614
5162,1393.300048828125,5609.706031854949,4.511437147087216,41.34,15.263
5163,1393.300048828125,5609.706031854949,4.511437147087216,41.377,114.565
5164,3319.0,4563.855621059135,3.831174599219551,27.7944,98.5875
5165,3319.0,4563.855621059135,3.831174599219551,27.7944,-82.4036
5166,3319.0,4563.855621059135,3.831174599219551,27.745,98.6053
5167,424.2000122070312,2577.152645614461,2.257091994223809,29.31,103.48
5168,843.9000244140625,2477.408197628956,2.179184214414156,27.3744,107.633
5169,828.2000122070312,4912.708219858459,4.146856002863587,39.4133,112.39
5170,2.5,4584.549199958416,3.876416283861988,38.925,117.7271
5171,1590.900024414062,4140.114813866157,3.66068733303385,27.8221,101.9025
5172,1590.900024414062,4140.114813866157,3.66068733303385,27.82,101.88
5173,309.7000122070312,2619.085563987623,2.318974707713331,30.5288,106.8256
5174,2.900000095367432,4183.950560730252,3.615546402907176,23.1015,116.4304
5175,2.900000095367432,4183.950560730252,3.615546402907176,23.1083,116.4806
5176,2.900000095367432,4183.950560730252,3.615546402907176,23.1083,104.5217
5177,2.900000095367432,4183.950560730252,3.615546402907176,23.038,116.2994
5178,40.59999847412109,3534.921537148112,3.133786855055674,24.16,115.57
5179,2.900000095367432,4183.950560730252,3.615546402907176,23.0056,116.5468
5180,18.0,4768.310608257194,4.131790437321103,22.76,114.61
5182,65.0,4156.662673438356,3.582976369261731,22.6059,114.7419
5183,17.29999923706055,4017.594779808734,3.506585032672767,22.81,115.93
5184,17.29999923706055,4017.594779808734,3.506585032672767,22.81,113.57
5185,86.0,4535.817879196956,3.930202691825114,21.9691,113.1797
5186,40.59999847412109,3534.921537148112,3.133786855055674,23.9322,115.0456
5187,2.900000095367432,4183.950560730252,3.615546402907176,23.1283,116.3722
5188,40.59999847412109,3534.921537148112,3.133786855055674,24.015,115.11
5189,2.900000095367432,4183.950560730252,3.615546402907176,23.36,116.6783
5190,18.0,4768.310608257194,4.131790437321103,22.7489,113.6807
5191,61.0,3516.695332657205,3.104530480373147,24.8492,113.5378
5192,61.0,3516.695332657205,3.104530480373147,24.5852,113.5831
5194,18.0,4768.310608257194,4.131790437321103,22.8314,113.8412
5195,18.0,4768.310608257194,4.131790437321103,22.51,113.85
5198,23.29999923706055,3621.307651318082,3.175557820678071,21.5806,112.7697
5199,23.29999923706055,3621.307651318082,3.175557820678071,21.6058,112.77
5200,23.29999923706055,3621.307651318082,3.175557820678071,21.6351,111.6516
5201,23.29999923706055,3621.307651318082,3.175557820678071,22.3308,111.2414
5202,13.89999961853027,3609.067350633986,3.169706364861912,20.5803,110.4825
5203,2807.60009765625,6257.264650127556,5.209094993214591,36.42,95.2
5204,2807.60009765625,6257.264650127556,5.209094993214591,36.42,-77.1003
5205,457.1000061035156,2621.011188477697,2.317888515295403,30.4226,109.557
5206,114.8000030517578,3357.772766663836,3.004712378454466,23.9108,112.5038
5207,173.5,3739.511658971411,3.349223124473351,24.6236,106.195
5208,173.5,3739.511658971411,3.349223124473351,24.0983,105.6508
5209,173.5,3739.511658971411,3.349223124473351,24.0983,82.6719
5210,114.8000030517578,3357.772766663836,3.004712378454466,24.375,110.7486
5211,42.5,3409.836319747209,3.041771350420232,24.1451,109.755
5212,164.3999938964844,3218.36795019333,2.784192120239302,25.8222,109.8881
5213,211.0,3204.350735439096,2.868201135747536,25.5761,108.7564
5214,164.3999938964844,3218.36795019333,2.784192120239302,24.701,109.8467
5215,164.3999938964844,3218.36795019333,2.784192120239302,25.8964,110.1326
5216,164.3999938964844,3218.36795019333,2.784192120239302,25.9139,109.875
5217,164.3999938964844,3218.36795019333,2.784192120239302,24.456,109.6935
5218,173.5,3739.511658971411,3.349223124473351,24.1219,105.7961
5219,170.8000030517578,3495.819261780253,3.053544971403958,23.6253,108.9461
5220,1378.5,3279.765488591598,2.832934006312509,24.2911,104.6928
5221,173.5,3739.511658971411,3.349223124473351,24.1747,105.9683
5222,42.5,3409.836319747209,3.041771350420232,23.467,110.25
5223,164.3999938964844,3218.36795019333,2.784192120239302,25.8788,110.1155
5224,211.0,3204.350735439096,2.868201135747536,24.4811,108.8564
5225,173.5,3739.511658971411,3.349223124473351,23.78,106.77
5226,42.5,3409.836319747209,3.041771350420232,22.8722,110.2332
5227,341.0,3244.901193177681,2.835712044370478,26.1642,110.5211
5228,1378.5,3279.765488591598,2.832934006312509,25.96,105.25
5229,38.90000152587891,3606.205285192235,3.151574267682401,23.0942,113.565
5230,38.90000152587891,3606.205285192235,3.151574267682401,22.86,113.51
5231,38.90000152587891,3606.205285192235,3.151574267682401,22.8635,113.5228
5232,38.90000152587891,3606.205285192235,3.151574267682401,23.7657,113.9536
5233,38.90000152587891,3606.205285192235,3.151574267682401,23.1196,113.47
5234,38.90000152587891,3606.205285192235,3.151574267682401,23.0929,113.5648
5235,38.90000152587891,3606.205285192235,3.151574267682401,23.1052,113.194
5236,18.0,4768.310608257194,4.131790437321103,22.81,115.93
5237,18.0,4768.310608257194,4.131790437321103,22.81,113.57
5238,38.90000152587891,3606.205285192235,3.151574267682401,22.8141,113.5678
5239,38.90000152587891,3606.205285192235,3.151574267682401,23.142,113.2243
5240,116.9000015258789,3186.985197633766,2.768583304646617,29.3132,110.4816
5241,59.29999923706055,3651.281307325618,3.163658728636408,31.823,114.823
5242,77.30000305175781,4472.905105526728,3.809413467993039,36.603,115.526
5243,185.3999938964844,4805.295396659024,3.971024404454079,41.3149,124.1499
5244,1788.0,5584.662111751815,4.768063662711009,26.52,101.44
5245,1527.0,6468.94518798458,5.303659989416345,40.609,96.406
5246,1139.0,5466.729519128503,4.593240663472742,40.682,95.726
5247,2392.39990234375,5451.173796341652,4.5638923114328,27.1547,100.3927
5248,320.1000061035156,5058.960571953238,4.313331530274634,44.3117,83.8517
5250,320.1000061035156,5058.960571953238,4.313331530274634,44.3117,-75.445
5251,320.1000061035156,5058.960571953238,4.313331530274634,44.3117,83.8517
5253,320.1000061035156,5058.960571953238,4.313331530274634,44.3117,-75.445
5254,19.79999923706055,3719.318728157233,3.190357259152426,30.665,117.326
5255,674.0,3375.426505202002,2.914053153973367,32.29,108.58
5256,164.3999938964844,3218.36795019333,2.784192120239302,25.2047,119.4917
5257,164.3999938964844,3218.36795019333,2.784192120239302,25.2047,110.178
5258,82.0,4638.085519539894,3.953648568315017,28.256,117.214
5259,82.0,4638.085519539894,3.953648568315017,28.05,117.21
5260,82.0,4638.085519539894,3.953648568315017,28.33,117.26
5261,82.0,4638.085519539894,3.953648568315017,28.33,99.25
5262,82.0,4638.085519539894,3.953648568315017,28.33,111.13
5263,82.0,4638.085519539894,3.953648568315017,28.2891,117.2231
5264,211.0,3204.350735439096,2.868201135747536,25.75,108.6875
5265,211.0,3204.350735439096,2.868201135747536,25.75,79.78
5266,626.9000244140625,2969.770512274239,2.579279677237066,27.2954,109.0147
5267,211.0,3204.350735439096,2.868201135747536,25.7661,107.5972
5268,2237.5,3691.590688516024,3.111528162119704,26.3251,104.7706
5269,1378.5,3279.765488591598,2.832934006312509,25.8011,104.4617
5270,1378.5,3279.765488591598,2.832934006312509,25.38,119.45
5271,1378.5,3279.765488591598,2.832934006312509,25.38,106.3039
5272,843.9000244140625,2477.408197628956,2.179184214414156,27.2832,106.4218
5273,1378.5,3279.765488591598,2.832934006312509,25.475,104.8842
5274,1378.5,3279.765488591598,2.832934006312509,25.7694,104.8628
5275,2237.5,3691.590688516024,3.111528162119704,26.2719,104.5494
5276,272.2000122070312,3230.683326483229,2.852609426412563,27.7614,109.1911
5277,972.0,2491.569930018168,2.159440579691298,28.1619,106.3747
5278,972.0,2491.569930018168,2.159440579691298,28.0749,106.459
5279,972.0,2491.569930018168,2.159440579691298,28.2344,106.3878
5280,1378.5,3279.765488591598,2.832934006312509,25.9803,104.9422
5281,843.9000244140625,2477.408197628956,2.179184214414156,27.7203,106.8776
5282,41.20000076293945,4038.063949688219,3.460495454608486,34.303,117.346
5283,1378.5,3279.765488591598,2.832934006312509,26.2203,105.6866
5284,610.0,5190.707108726225,4.420965323680553,34.498,107.2176
5285,341.0,3244.901193177681,2.835712044370478,27.2021,111.3966
5286,35.70000076293945,4310.528299065239,3.663414099473553,29.9433,121.8131
5287,65.9000015258789,5301.184737798956,4.397629899796327,42.1347,120.6397
5288,65.80000305175781,3703.459000038883,3.174223217335024,30.2971,112.3086
5289,737.2000122070312,5319.329577829205,4.531189257945312,42.3202,93.1914
5290,737.2000122070312,5319.329577829205,4.531189257945312,42.3202,42.704
5291,1111.400024414062,5521.964821693453,4.563879191523609,39.036,106.3846
5292,1111.400024414062,5521.964821693453,4.563879191523609,39.036,-76.0543
5293,1461.900024414062,5335.746062344116,4.33023573051201,39.8228,110.0344
5294,1074.0,3983.591507845959,3.39887098820312,26.6304,107.5429
5295,107.4000015258789,4741.202213241536,3.941882643792098,35.3197,117.9057
5296,38.90000152587891,3606.205285192235,3.151574267682401,23.3006,112.8563
5297,81.19999694824219,4776.817900239082,3.812294532182966,47.0222,131.0181
5298,46.90000152587891,3649.28618778501,3.163388965059595,28.4508,116.8603
5299,236.8000030517578,4875.376405493422,3.895700113038821,43.7942,126.5902
5300,236.8000030517578,4875.376405493422,3.895700113038821,43.7942,1.3621
5301,4.0,3619.235320459668,3.14313777577747,25.4393,119.3394
5302,147.1000061035156,5529.19292105295,4.458749396087234,47.3783,124.0519
5303,1360.300048828125,5399.867999398841,4.450998118188887,37.2658,108.2806
5304,1360.300048828125,5399.867999398841,4.450998118188887,37.2536,108.3256
5305,65.80000305175781,3703.459000038883,3.174223217335024,31.0371,112.2316
5306,1518.0,5898.191325743565,5.047991452419296,36.7288,104.7625
5307,61.5,3686.619357378258,3.212772647470297,29.7404,116.0345
5308,1477.199951171875,5734.38304909625,4.756691142685214,39.68,98.5065
5309,107.4000015258789,4741.202213241536,3.941882643792098,35.9456,119.0247
5310,1100.0,5828.919714677868,4.930296942988484,41.7381,82.8874
5311,2.5,4584.549199958416,3.876416283861988,39.4793,116.7695
5312,10.0,5033.119664949976,4.149227139732158,39.2494,118.8306
5313,10.5,5448.398804648544,4.474752135813463,40.9583,121.1056
5314,10.5,5448.398804648544,4.474752135813463,40.9583,121.3653
5315,66.5999984741211,3715.485083590976,3.255767401388102,22.7891,108.9395
5316,1111.400024414062,5521.964821693453,4.563879191523609,38.9025,106.5514
5317,1111.400024414062,5521.964821693453,4.563879191523609,37.7483,106.013
5318,1111.400024414062,5521.964821693453,4.563879191523609,37.7922,106.0161
5319,1111.400024414062,5521.964821693453,4.563879191523609,37.7108,106.029
5320,1111.400024414062,5521.964821693453,4.563879191523609,37.56,105.04
5321,1111.400024414062,5521.964821693453,4.563879191523609,37.56,120.43
5322,1111.400024414062,5521.964821693453,4.563879191523609,37.56,105.017
5323,1111.400024414062,5521.964821693453,4.563879191523609,37.56,105.049
5324,1111.400024414062,5521.964821693453,4.563879191523609,37.56,105.056
5325,4.800000190734863,4948.23382187783,4.088052324192449,37.5828,120.7532
5326,4.800000190734863,4948.23382187783,4.088052324192449,37.7553,120.5945
5327,4.800000190734863,4948.23382187783,4.088052324192449,37.7553,-90.4277
5328,143.0,5872.163127270398,4.695135559379644,45.5446,126.6582
5329,1067.199951171875,5540.670178487024,4.527693027853243,39.7373,112.3946
5330,1360.300048828125,5399.867999398841,4.450998118188887,37.2547,108.2519
5331,50.09999847412109,4535.728510971158,3.827431637599136,34.6189,115.2925
5332,50.09999847412109,4535.728510971158,3.827431637599136,34.6189,-117.9394
5333,828.2000122070312,4912.708219858459,4.146856002863587,38.5864,112.2554
5334,828.2000122070312,4912.708219858459,4.146856002863587,39.5834,112.1334
5335,828.2000122070312,4912.708219858459,4.146856002863587,39.5834,66.7198
5336,1067.199951171875,5540.670178487024,4.527693027853243,40.18,112.603
5337,1067.199951171875,5540.670178487024,4.527693027853243,40.18,112.563
5338,1067.199951171875,5540.670178487024,4.527693027853243,40.18,112.603
5339,1067.199951171875,5540.670178487024,4.527693027853243,40.18,112.563
5340,30.70000076293945,4989.351196172996,4.084003756085452,41.7251,123.1886
5341,1111.400024414062,5521.964821693453,4.563879191523609,39.2848,106.788
5342,1111.400024414062,5521.964821693453,4.563879191523609,39.2848,8.9015
5343,828.2000122070312,4912.708219858459,4.146856002863587,39.6445,111.9681
5344,14.39999961853027,4451.339940932343,3.766853237763243,33.8392,118.3687
5345,170.3000030517578,4409.187389053304,3.726046497950037,36.0764,117.1369
5346,4.300000190734863,3831.289160239908,3.252445533162312,32.1872,119.9145
5347,79.4000015258789,4860.110912323408,3.974504858366326,42.6667,123.5
5348,79.4000015258789,4860.110912323408,3.974504858366326,42.6667,123.0
5349,22.20000076293945,4331.471653924113,3.636796468197838,37.2321,119.1353
5350,47.70000076293945,4684.38853656326,3.826549497473166,37.281,121.708
5351,1063.0,5374.864687310222,4.510409741170775,41.2583,111.0583
5352,1063.0,5374.864687310222,4.510409741170775,41.2583,-70.0517
5353,1377.0,6989.738502733478,5.655403007663922,41.2556,111.025
5354,107.4000015258789,4741.202213241536,3.941882643792098,35.812,118.9968
5355,164.3999938964844,3218.36795019333,2.784192120239302,25.1013,110.069
5356,1067.199951171875,5540.670178487024,4.527693027853243,40.175,112.5553
5357,110.4000015258789,4685.071152163943,3.94567130377962,35.0579,112.5792
5358,1518.0,5898.191325743565,5.047991452419296,36.0323,103.8761
5359,4.800000190734863,4948.23382187783,4.088052324192449,37.1478,120.2458
5360,1510.599975585938,2787.691022268463,2.453079173254252,26.8326,105.8193
5361,13.80000019073486,4997.001912133529,4.11692563727162,39.6766,123.2059
5362,11.69999980926514,4764.755591394168,3.98102540559392,38.06,118.05
5363,11.69999980926514,4764.755591394168,3.98102540559392,38.06,-77.7897
5364,1393.300048828125,5609.706031854949,4.511437147087216,41.3017,115.6183
5365,1393.300048828125,5609.706031854949,4.511437147087216,41.3017,-89.6236
5366,661.2000122070312,5139.475114874588,4.246520804688622,41.325,115.688
5367,536.0,5462.654925551207,4.55167663213917,40.933,115.563
5368,661.7000122070312,5604.078898265726,4.405864519763209,49.5242,117.1408
5369,22.20000076293945,4331.471653924113,3.636796468197838,37.3208,118.9583
5370,22.20000076293945,4331.471653924113,3.636796468197838,37.3208,-85.3611
5371,11.69999980926514,4764.755591394168,3.98102540559392,38.07,118.25
5372,11.69999980926514,4764.755591394168,3.98102540559392,38.071,118.363
5373,11.69999980926514,4764.755591394168,3.98102540559392,38.0665,118.3177
5374,11.69999980926514,4764.755591394168,3.98102540559392,37.37,97.288
5375,11.69999980926514,4764.755591394168,3.98102540559392,37.37,97.26
5376,11.69999980926514,4764.755591394168,3.98102540559392,37.37,97.198
5377,11.69999980926514,4764.755591394168,3.98102540559392,37.37,118.12
5378,11.69999980926514,4764.755591394168,3.98102540559392,37.37,97.224
5379,147.1000061035156,5529.19292105295,4.458749396087234,47.3006,-70.881
5380,147.1000061035156,5529.19292105295,4.458749396087234,47.3006,124.0153
5381,22.20000076293945,4331.471653924113,3.636796468197838,37.3188,118.8708
5382,661.2000122070312,5139.475114874588,4.246520804688622,41.298,115.943
5383,661.2000122070312,5139.475114874588,4.246520804688622,41.298,122.518
5384,661.2000122070312,5139.475114874588,4.246520804688622,41.342,115.865
5385,661.2000122070312,5139.475114874588,4.246520804688622,41.461,115.85
5386,11.69999980926514,4764.755591394168,3.98102540559392,38.0744,118.2758
5387,1003.0,5705.854622925233,4.603451465682029,43.31,116.03
5388,1003.0,5705.854622925233,4.603451465682029,43.31,91.7
5389,1003.0,5705.854622925233,4.603451465682029,43.31,87.43
5390,1003.0,5705.854622925233,4.603451465682029,43.31,87.51
5391,661.7000122070312,5604.078898265726,4.405864519763209,48.68,116.82
5392,610.2000122070312,5436.794467702744,4.314676302062412,49.3476,119.7207
5393,22.20000076293945,4331.471653924113,3.636796468197838,35.9908,119.9302
5394,147.1000061035156,5529.19292105295,4.458749396087234,47.3515,124.152
5395,47.70000076293945,4684.38853656326,3.826549497473166,37.3564,122.521
5396,47.70000076293945,4684.38853656326,3.826549497473166,37.3564,-121.8719
5397,4.800000190734863,4948.23382187783,4.088052324192449,36.6833,121.1833
5398,47.70000076293945,4684.38853656326,3.826549497473166,37.2353,122.2697
5399,47.70000076293945,4684.38853656326,3.826549497473166,37.1747,122.2672
5400,1393.300048828125,5609.706031854949,4.511437147087216,41.1993,114.1977
5401,1393.300048828125,5609.706031854949,4.511437147087216,41.1697,114.2822
5402,1393.300048828125,5609.706031854949,4.511437147087216,41.1697,-7.7886
5403,22.20000076293945,4331.471653924113,3.636796468197838,37.2697,118.9069
5404,165.6999969482422,5350.146836858423,4.373920143985697,44.0744,-64.7707
5405,165.6999969482422,5350.146836858423,4.373920143985697,44.0744,123.6453
5406,7.0,4769.578632036657,4.015214371425114,31.5877,121.2556
5407,7.0,4769.578632036657,4.015214371425114,31.5877,121.2566
5408,86.0,4535.817879196956,3.930202691825114,21.8664,112.9228
5409,185.3999938964844,4805.295396659024,3.971024404454079,41.22,122.95
5410,185.3999938964844,4805.295396659024,3.971024404454079,41.22,112.7
5411,180.0,6605.610864994082,5.319164861941653,44.28,122.81
5412,180.0,6605.610864994082,5.319164861941653,44.225,122.815
5413,1509.599975585938,6555.81266558044,5.246713010060451,41.5,106.4
5414,1288.0,5591.909847772956,4.531086026135599,41.565,108.5253
5415,41.20000076293945,4038.063949688219,3.460495454608486,34.3858,117.256
5416,1058.0,6389.390042576539,5.294047408045181,37.61,108.93
5417,35.70000076293945,4310.528299065239,3.663414099473553,30.1032,122.185
5418,107.4000015258789,4741.202213241536,3.941882643792098,35.9167,119.6667
5419,107.4000015258789,4741.202213241536,3.941882643792098,35.85,119.55
5420,107.4000015258789,4741.202213241536,3.941882643792098,35.85,-114.944
5421,43.0,4603.012057361725,3.901036912451723,30.07,121.1
5423,1058.0,6389.390042576539,5.294047408045181,37.932,109.041
5424,1058.0,6389.390042576539,5.294047408045181,37.932,105.38
5425,30.70000076293945,4989.351196172996,4.084003756085452,42.405,123.479
5426,82.4000015258789,3587.300837067583,3.122501095554903,28.821,118.708
5427,568.7999877929688,4091.052042293162,3.534814661975124,34.2397,111.2776
5428,568.7999877929688,4091.052042293162,3.534814661975124,34.2397,135.128
5429,1377.0,6989.738502733478,5.655403007663922,41.36,109.89
5430,1377.0,6989.738502733478,5.655403007663922,41.36,115.45
5431,1377.0,6989.738502733478,5.655403007663922,41.36,106.49
5432,1393.300048828125,5609.706031854949,4.511437147087216,41.36,109.89
5433,1393.300048828125,5609.706031854949,4.511437147087216,41.36,115.45
5434,1393.300048828125,5609.706031854949,4.511437147087216,41.36,106.49
5435,1393.300048828125,5609.706031854949,4.511437147087216,41.644,115.601
5436,18.70000076293945,3993.236786347652,3.410788580121457,33.405,117.229
5437,1055.300048828125,5461.488149298915,4.605563809021481,42.363,86.044
5438,4.300000190734863,3831.289160239908,3.252445533162312,32.5128,120.4229
5439,334.7999877929688,2754.355783717374,2.425017520029062,28.716,105.1399
5440,610.2000122070312,5436.794467702744,4.314676302062412,49.2374,119.7403
5441,1380.300048828125,5765.737349096727,4.778930955691064,39.181,106.907
5442,1380.300048828125,5765.737349096727,4.778930955691064,39.181,-3.314
5443,8.399999618530273,4425.236475523946,3.855885234996767,19.6289,109.2633
5444,8.399999618530273,4425.236475523946,3.855885234996767,18.9725,108.6475
5445,8.399999618530273,4425.236475523946,3.855885234996767,19.2218,108.6368
5446,13.89999961853027,3609.067350633986,3.169706364861912,19.97,109.83
5447,8.399999618530273,4425.236475523946,3.855885234996767,18.5383,108.6824
5448,43.0,4603.012057361725,3.901036912451723,30.4081,120.5392
5449,3.299999952316284,4402.182316750838,3.726170837431601,34.608,119.359
5450,3.299999952316284,4402.182316750838,3.726170837431601,34.671,119.017
5451,1058.0,6389.390042576539,5.294047408045181,37.642,109.029
5452,1058.0,6389.390042576539,5.294047408045181,37.642,-1.348
5453,737.2000122070312,5319.329577829205,4.531189257945312,42.8936,93.4435
5454,786.0,5125.2498316678,4.274994661653464,44.404,87.659
5455,786.0,5125.2498316678,4.274994661653464,44.385,87.656
5456,433.0,4114.00973357899,3.507714323881709,35.6002,110.5557
5457,23.0,4826.741978763073,4.115818752291461,30.6565,113.9173
5458,62.90000152587891,4416.354521215727,3.759387450877534,36.437,114.084
5459,77.30000305175781,4472.905105526728,3.809413467993039,36.5702,114.6509
5460,77.30000305175781,4472.905105526728,3.809413467993039,36.6421,114.4997
5461,3323.199951171875,4734.510627595467,3.90556812408559,36.18,100.62
5462,1349.300048828125,5669.094324199194,4.711212098544988,37.3,106.49
5463,41.20000076293945,4038.063949688219,3.460495454608486,34.49,117.65
5464,62.90000152587891,4416.354521215727,3.759387450877534,36.4719,117.8427
5465,62.90000152587891,4416.354521215727,3.759387450877534,36.4719,114.1523
5466,206.0,3548.274814472679,3.09789777656854,25.281,117.155
5467,1461.900024414062,5335.746062344116,4.33023573051201,40.473,108.873
5468,1461.900024414062,5335.746062344116,4.33023573051201,40.473,-86.146
5469,1461.900024414062,5335.746062344116,4.33023573051201,40.478,108.893
5470,1461.900024414062,5335.746062344116,4.33023573051201,40.44,108.827
5471,1461.900024414062,5335.746062344116,4.33023573051201,40.44,-104.64
5472,1380.300048828125,5765.737349096727,4.778930955691064,40.0589,107.5411
5473,1509.599975585938,6555.81266558044,5.246713010060451,40.813,106.702
5474,1033.0,6304.022577644546,5.227766257028898,40.25,107.09
5476,1654.599975585938,4840.984934133849,4.131126382957584,25.6333,99.005
5477,43.0,4603.012057361725,3.901036912451723,30.3894,120.2019
5478,43.0,4603.012057361725,3.901036912451723,30.272,120.691
5479,12.0,4915.753397725462,4.146078120425865,31.23,118.37
5480,12.0,4915.753397725462,4.146078120425865,31.23,103.49
5481,43.0,4603.012057361725,3.901036912451723,30.2942,120.2092
5482,1079.0,5119.406751213457,4.358897505263868,32.8389,105.1003
5483,3.299999952316284,4402.182316750838,3.726170837431601,34.239,118.986
5484,3.299999952316284,4402.182316750838,3.726170837431601,34.239,132.8505
5485,1393.300048828125,5609.706031854949,4.511437147087216,40.915,113.94
5486,1393.300048828125,5609.706031854949,4.511437147087216,41.047,114.87
5487,1393.300048828125,5609.706031854949,4.511437147087216,41.0633,114.9356
5488,1393.300048828125,5609.706031854949,4.511437147087216,41.068,114.8913
5489,2.5,4584.549199958416,3.876416283861988,38.3211,116.9111
5490,41.20000076293945,4038.063949688219,3.460495454608486,34.575,117.6026
5491,1245.400024414062,6416.34467325645,5.125746102324601,42.5503,117.62
5492,1245.400024414062,6416.34467325645,5.125746102324601,42.35,117.4
5493,1245.400024414062,6416.34467325645,5.125746102324601,42.35,-97.7906
5494,1245.400024414062,6416.34467325645,5.125746102324601,42.1892,116.9501
5495,1393.300048828125,5609.706031854949,4.511437147087216,41.2005,115.335
