,year,latitude,longitude,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,sun hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration
3718,2017,40.41194,-6.814142,19.943681318681325,8.97197802197803,412.9,411.69999999999993,1.05,678.0,0 days 12:15:50.934065934,15.759890109890108,36.156043956043966,189.16666666666666,6470.39,1288.29
3719,2017,40.91125,-5.363195,20.40851648351648,7.994780219780216,214.5,212.3,1.6800000000000002,450.0,0 days 12:15:59.340659340,15.2563186813187,33.05659340659341,176.70555555555555,6462.950000000001,1341.7599999999998
3720,2017,40.70917,-6.794617,20.18983516483515,8.770879120879119,327.1,326.3,0.77,583.0,0 days 12:15:54.560439560,14.604670329670318,34.1315934065934,190.04696132596686,6419.120000000001,1268.4499999999998
3721,2017,40.38047,-5.896245,19.534340659340653,8.307142857142862,386.4,382.6,2.87,737.0,0 days 12:15:50.274725274,13.899450549450542,34.38983516483519,177.61432506887053,6498.389999999999,1270.0900000000001
3722,2017,41.21826,-6.620032,20.086263736263728,8.792032967032966,396.7,396.2,0.35000000000000003,635.0,0 days 12:16:08.076923076,15.19175824175824,35.243956043956054,178.11845730027548,6348.460000000001,1269.28
3723,2017,40.98217,-5.550014,20.4543956043956,8.057967032967037,239.5,237.1,1.96,505.0,0 days 12:16:03.956043956,15.456318681318677,33.837912087912095,179.7465564738292,6454.87,1335.8200000000002
3724,2017,41.14799,-5.525603,19.80412087912088,7.645329670329672,266.2,263.1,2.52,523.0,0 days 12:16:05.109890109,16.437912087912085,34.65219780219778,181.33701657458565,6388.48,1321.36
3725,2017,40.6158,-6.098923,18.68489010989011,7.876373626373629,675.3,649.4,18.339999999999996,883.0,0 days 12:15:54.065934065,10.78076923076924,38.977747252747236,170.01652892561984,6557.97,1231.6
3726,2017,41.11048,-5.806513,20.191483516483515,8.174175824175826,269.79999999999995,266.5,2.66,533.0,0 days 12:16:05.604395604,15.732967032967034,35.327197802197766,178.77900552486187,6432.6,1317.14
3727,2017,41.00796,-5.497637,20.304120879120887,7.90989010989011,239.5,237.1,1.96,505.0,0 days 12:16:01.318681318,15.456318681318677,33.837912087912095,179.7465564738292,6454.87,1331.25
