,Unnamed: 0,latitude,longitude,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,sun hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,altitude,solrad,City,production prediction
2509,2509,39.88408,-3.476729,22.437362637362625,9.72005494505495,296.4,295.79999999999995,0.42,529.0,735.6,16.025274725274723,33.14642857142854,180.85635359116023,6677.950000000001,1484.77,529.0,5.301382010495533," Dosbarrios, Mesa de Ocaña, Toledo, Castilla-La Mancha, España",14.27076
2510,2510,39.95658,-4.497182,22.59203296703299,10.263461538461534,340.1,340.1,0.0,584.0,735.6166666666667,13.474725274725268,32.043681318681315,164.4611111111111,6643.45,1394.44,529.0,5.301382010495533," Torrijos, Toledo, Castilla-La Mancha, 45544, España",32.80494
2511,2511,40.1686,-4.403674,22.85796703296704,10.863461538461532,343.1,343.0,0.07,591.0,735.7166666666667,12.978846153846154,32.41291208791207,160.32485875706217,6613.06,1380.09,529.0,5.301382010495533," Torrijos, Toledo, Castilla-La Mancha, 45910, España",67.98353
2512,2512,39.92519,-4.348843,22.856593406593404,10.137087912087912,320.29999999999995,320.2,0.07,520.0,735.6833333333333,14.134340659340658,31.794780219780225,170.6094182825485,6672.629999999999,1433.66,529.0,5.301382010495533," Torrijos, Toledo, Castilla-La Mancha, 45517, España",12.257212
2513,2513,39.65293,-4.783727,22.00879120879121,10.301373626373628,386.1,385.3,0.63,635.0,735.55,14.300274725274706,34.523626373626385,167.5650969529086,6552.67,1393.21,529.0,5.301382010495533," La Jara, Toledo, Castilla-La Mancha, 45650, España",16.167683
2514,2514,40.10413,-3.77008,22.947527472527483,10.326373626373623,311.79999999999995,311.4,0.28,546.0,735.7333333333333,15.18461538461538,32.29505494505496,183.4116022099448,6674.67,1477.0400000000002,529.0,5.301382010495533," La Sagra, Toledo, Castilla-La Mancha, 45221, España",19.109175
2515,2515,39.68958,-5.093503,22.266758241758254,10.56346153846154,463.9,463.7,0.21,661.0,735.5333333333333,13.553571428571416,31.545604395604368,167.73480662983425,6579.16,1363.91,529.0,5.301382010495533," La Estrella, La Jara, Toledo, Castilla-La Mancha, España",38.753006
2516,2516,40.05297,-4.209178,22.50576923076921,9.786538461538465,320.29999999999995,320.2,0.07,520.0,735.6333333333333,14.134340659340658,31.794780219780225,170.6094182825485,6672.629999999999,1423.39,529.0,5.301382010495533," Torrijos, Toledo, Castilla-La Mancha, 45510, España",16.678835
2517,2517,39.70341,-4.274498,21.759615384615387,9.47994505494505,389.6,388.7000000000001,0.7,600.0,735.55,14.311538461538458,32.8664835164835,177.29834254143643,6627.7,1387.5,529.0,5.301382010495533," Montes de Toledo, Toledo, Castilla-La Mancha, 45163, España",15.989795
2518,2518,40.09929,-4.645718,22.80494505494505,10.808241758241754,343.1,343.0,0.07,591.0,735.7,12.978846153846154,32.41291208791207,160.32485875706217,6613.06,1378.64,529.0,5.301382010495533," Sierra de San Vicente, Toledo, Castilla-La Mancha, 45643, España",66.29802
2519,2519,39.96661,-4.303091,22.7565934065934,10.037087912087918,320.29999999999995,320.2,0.07,520.0,735.6333333333333,14.134340659340658,31.794780219780225,170.6094182825485,6672.629999999999,1431.62,529.0,5.301382010495533," Torrijos, Toledo, Castilla-La Mancha, 45500, España",15.812201
2520,2520,39.81336,-4.147479,22.211813186813192,9.930219780219774,389.6,388.7000000000001,0.7,600.0,735.6333333333333,14.311538461538458,32.8664835164835,177.29834254143643,6627.7,1401.19,529.0,5.301382010495533," Montes de Toledo, Toledo, Castilla-La Mancha, 45160, España",13.278647
2521,2521,39.78557,-3.477073,22.611263736263737,9.949450549450544,289.6,288.5,0.98,472.0,735.6333333333333,17.649450549450535,32.678846153846166,199.51388888888889,6709.27,1523.4499999999998,529.0,5.301382010495533," La Guardia, Mesa de Ocaña, Toledo, Castilla-La Mancha, España",19.82647
2522,2522,39.86949,-4.920238,23.28186813186812,11.898351648351646,473.19999999999993,473.19999999999993,0.07,620.0,735.65,13.467582417582417,31.419780219780204,175.05292479108635,6564.4,1395.2600000000002,529.0,5.301382010495533," La Jara, Toledo, Castilla-La Mancha, 45664, España",41.992756
2523,2523,39.8897,-5.242633,23.14340659340657,11.386813186813193,376.3,376.3,0.0,623.0,735.6,11.452197802197796,30.04532967032969,167.0360110803324,6583.450000000001,1357.12,664.0,5.079303485604518," Campana de Oropesa, Toledo, Castilla-La Mancha, 45568, España",19.690174
2524,2524,40.10402,-4.724235,21.694780219780235,9.567582417582422,459.9,459.2,0.6299999999999999,680.0,735.6833333333333,14.081318681318688,32.49972527472524,170.13019390581718,6601.779999999999,1362.9299999999998,664.0,5.079303485604518," Sierra de San Vicente, Toledo, Castilla-La Mancha, 45645, España",21.563457
2525,2525,39.6122,-4.49834,21.38049450549451,9.52912087912087,407.8,406.3,1.19,643.0,735.5833333333334,14.322527472527476,36.09587912087914,171.05524861878453,6562.8,1382.9499999999998,529.0,5.301382010495533," Montes de Toledo, Toledo, Castilla-La Mancha, 45159, España",15.751435
2526,2526,40.09836,-4.445142,23.04423076923075,10.708241758241757,340.1,340.1,0.0,584.0,735.7,13.474725274725268,32.043681318681315,164.4611111111111,6643.45,1408.99,529.0,5.301382010495533," Hormigos, Torrijos, Toledo, Castilla-La Mancha, España",43.73161
2527,2527,40.01184,-4.195808,22.7565934065934,10.037087912087918,320.29999999999995,320.2,0.07,520.0,735.6666666666666,14.134340659340658,31.794780219780225,170.6094182825485,6672.629999999999,1431.37,529.0,5.301382010495533," Torrijos, Toledo, Castilla-La Mancha, 45510, España",15.812201
2528,2528,39.86433,-3.611917,23.01126373626373,10.34945054945055,289.6,288.5,0.98,472.0,735.65,17.649450549450535,32.678846153846166,199.51388888888889,6709.27,1536.75,529.0,5.301382010495533," Mesa de Ocaña, Toledo, Castilla-La Mancha, 45750, España",20.343596
2529,2529,40.23342,-4.750336,22.692032967032965,10.363461538461532,340.1,340.1,0.0,584.0,735.75,13.474725274725268,32.043681318681315,164.4611111111111,6643.45,1397.83,664.0,5.079303485604518," Sierra de San Vicente, Toledo, Castilla-La Mancha, 45633, España",28.563583
2530,2530,39.97048,-4.556459,22.94423076923077,10.608241758241755,340.1,340.1,0.0,584.0,735.65,13.474725274725268,32.043681318681315,164.4611111111111,6643.45,1405.27,529.0,5.301382010495533," Torrijos, Toledo, Castilla-La Mancha, 45681, España",44.11444
2531,2531,40.12416,-3.849206,23.047527472527456,10.421978021978028,311.79999999999995,311.4,0.28,546.0,735.7166666666667,15.18461538461538,32.29505494505496,183.4116022099448,6674.67,1480.34,529.0,5.301382010495533," La Sagra, Toledo, Castilla-La Mancha, 45200, España",16.651524
2532,2532,39.90598,-5.20118,23.04340659340661,11.286813186813172,376.3,376.3,0.0,623.0,735.6333333333333,11.452197802197796,30.04532967032969,167.0360110803324,6583.450000000001,1354.41,664.0,5.079303485604518," Campana de Oropesa, Toledo, Castilla-La Mancha, 45567, España",19.04592
2533,2533,39.77677,-4.064173,22.4934065934066,10.43653846153847,349.8,348.6,0.91,571.0,735.5833333333334,14.814560439560442,32.64697802197798,194.2049861495845,6643.780000000001,1443.87,529.0,5.301382010495533," Montes de Toledo, Toledo, Castilla-La Mancha, 45123, España",18.906559
2534,2534,39.72131,-3.305534,22.92032967032968,10.29697802197802,306.6,305.6,0.7000000000000001,523.0,735.5666666666667,17.562637362637364,34.77445054945056,189.5068870523416,6703.48,1547.9699999999998,529.0,5.301382010495533," Mesa de Ocaña, Toledo, Castilla-La Mancha, 45870, España",27.923588
2535,2535,40.08976,-3.96732,22.542582417582413,9.615659340659349,326.90000000000003,326.70000000000005,0.14,528.0,735.6833333333333,14.696153846153832,32.239560439560414,179.2841225626741,6677.52,1449.9500000000005,529.0,5.301382010495533," La Sagra, Toledo, Castilla-La Mancha, 45212, España",9.768681
2536,2536,39.98657,-4.612792,22.94423076923077,10.608241758241755,340.1,340.1,0.0,584.0,735.7166666666667,13.474725274725268,32.043681318681315,164.4611111111111,6643.45,1405.98,529.0,5.301382010495533," Lucillos, Torrijos, Toledo, Castilla-La Mancha, España",43.162506
2537,2537,39.46688,-3.523135,22.97252747252749,10.386538461538455,309.40000000000003,307.6,1.33,477.0,735.55,17.147527472527464,33.20274725274725,200.59504132231405,6720.4,1521.9999999999998,529.0,5.301382010495533," Mancha Alta de Toledo, Toledo, Castilla-La Mancha, 45710, España",17.899107
2538,2538,39.95749,-3.930584,23.590659340659347,10.662362637362646,326.90000000000003,326.70000000000005,0.14,528.0,735.6666666666666,14.696153846153832,32.239560439560414,179.2841225626741,6677.52,1482.38,529.0,5.301382010495533," La Sagra, Toledo, Castilla-La Mancha, 45270, España",14.153217
2539,2539,39.89419,-4.546063,23.48681318681316,11.15439560439561,340.1,340.1,0.0,584.0,735.6,13.474725274725268,32.043681318681315,164.4611111111111,6643.45,1420.6,529.0,5.301382010495533," Malpica de Tajo, Torrijos, Toledo, Castilla-La Mancha, España",52.013027
2540,2540,39.63566,-3.791711,22.314010989010992,10.0804945054945,318.30000000000007,317.00000000000006,1.0499999999999998,533.0,735.55,16.001098901098896,32.44230769230771,200.21823204419888,6673.099999999999,1474.07,529.0,5.301382010495533," Manzaneque, Montes de Toledo, Toledo, Castilla-La Mancha, España",16.477644
2541,2541,40.06594,-4.369346,23.205769230769224,10.486538461538467,320.29999999999995,320.2,0.07,520.0,735.7166666666667,14.134340659340658,31.794780219780225,170.6094182825485,6672.629999999999,1445.39,529.0,5.301382010495533," Maqueda, Torrijos, Toledo, Castilla-La Mancha, España",16.041773
2542,2542,39.56305,-3.935732,21.53763736263735,9.737362637362638,366.4,363.3,2.45,575.0,735.5166666666667,14.544780219780218,35.32637362637364,191.8527777777778,6610.380000000001,1407.9,529.0,5.301382010495533," Marjaliza, Montes de Toledo, Toledo, Castilla-La Mancha, España",15.087444
2543,2543,40.09016,-4.793577,22.05879120879121,10.114560439560435,467.00000000000006,466.50000000000006,0.42,700.0,735.7166666666667,13.759615384615367,31.946428571428577,166.88980716253442,6589.370000000001,1363.05,664.0,5.079303485604518," Sierra de San Vicente, Toledo, Castilla-La Mancha, 45636, España",13.529412
2544,2544,39.71626,-3.81166,22.314010989010992,10.0804945054945,318.30000000000007,317.00000000000006,1.0499999999999998,533.0,735.5666666666667,16.001098901098896,32.44230769230771,200.21823204419888,6673.099999999999,1474.07,529.0,5.301382010495533," Montes de Toledo, Toledo, Castilla-La Mancha, 45400, España",16.978779
2545,2545,39.94268,-4.43835,22.34423076923076,10.008241758241764,340.1,340.1,0.0,584.0,735.6666666666666,13.474725274725268,32.043681318681315,164.4611111111111,6643.45,1387.9900000000002,529.0,5.301382010495533," La Mata, Torrijos, Toledo, Castilla-La Mancha, España",29.087032
2546,2546,39.69421,-4.021279,22.231043956043955,9.982142857142858,331.9,329.1,2.17,532.0,735.5666666666667,15.55274725274727,34.18681318681317,199.3038674033149,6657.59,1460.61,529.0,5.301382010495533," Montes de Toledo, Toledo, Castilla-La Mancha, 45100, España",17.938395
2547,2547,40.01009,-4.881894,22.25879120879121,10.314560439560442,467.00000000000006,466.50000000000006,0.42,700.0,735.7166666666667,13.759615384615367,31.946428571428577,166.88980716253442,6589.370000000001,1369.71,529.0,5.301382010495533," Sierra de San Vicente, Toledo, Castilla-La Mancha, 45622, España",33.04332
2548,2548,39.64199,-4.28475,21.759615384615387,9.47994505494505,389.6,388.7000000000001,0.7,600.0,735.5333333333333,14.311538461538458,32.8664835164835,177.29834254143643,6627.7,1387.86,529.0,5.301382010495533," Montes de Toledo, Toledo, Castilla-La Mancha, 45128, España",16.29597
2549,2549,40.23759,-4.190963,23.195329670329656,10.811538461538458,284.7,284.5,0.14,466.0,735.7333333333333,13.529945054945044,32.08021978021979,187.560773480663,6650.74,1444.09,529.0,5.301382010495533," Torrijos, Toledo, Castilla-La Mancha, 45930, España",25.637087
2550,2550,39.92544,-4.502378,22.94423076923077,10.608241758241755,340.1,340.1,0.0,584.0,735.6166666666667,13.474725274725268,32.043681318681315,164.4611111111111,6643.45,1404.83,529.0,5.301382010495533," Mesegar de Tajo, Torrijos, Toledo, Castilla-La Mancha, España",40.494236
2551,2551,39.52595,-3.075709,23.248351648351644,10.453296703296695,271.7,270.4,0.98,485.0,735.5166666666667,17.257417582417574,34.441208791208766,186.8429752066116,6718.49,1546.62,529.0,5.301382010495533," Miguel Esteban, Mancha Alta de Toledo, Toledo, Castilla-La Mancha, España",19.47908
2552,2552,39.93911,-3.914589,23.64258241758242,10.715659340659354,326.90000000000003,326.70000000000005,0.14,528.0,735.6833333333333,14.696153846153832,32.239560439560414,179.2841225626741,6677.52,1482.9299999999998,529.0,5.301382010495533," La Sagra, Toledo, Castilla-La Mancha, 45270, España",16.34565
2553,2553,39.60504,-5.143276,22.108241758241743,11.225,480.9,479.9,0.77,714.0,735.5166666666667,13.932967032967024,34.54203296703298,181.9584487534626,6556.98,1375.8000000000002,529.0,5.301382010495533," Mohedas de la Jara, La Jara, Toledo, Castilla-La Mancha, España",23.228367
2554,2554,39.96447,-4.632734,23.057967032967028,11.06346153846154,343.1,343.0,0.07,591.0,735.7,12.978846153846154,32.41291208791207,160.32485875706217,6613.06,1386.37,529.0,5.301382010495533," Torrijos, Toledo, Castilla-La Mancha, 45691, España",67.56422
2555,2555,40.10761,-4.938467,22.20851648351648,10.267857142857151,467.00000000000006,466.50000000000006,0.42,700.0,735.7,13.759615384615367,31.946428571428577,166.88980716253442,6589.370000000001,1368.68,664.0,5.079303485604518," Sierra de San Vicente, Toledo, Castilla-La Mancha, 45620, España",16.492655
2556,2556,39.68426,-3.773487,22.314010989010992,10.0804945054945,318.30000000000007,317.00000000000006,1.0499999999999998,533.0,735.5666666666667,16.001098901098896,32.44230769230771,200.21823204419888,6673.099999999999,1473.29,529.0,5.301382010495533," Mancha Alta de Toledo, Toledo, Castilla-La Mancha, 45400, España",16.477644
2557,2557,39.79691,-3.943745,22.29340659340659,10.236538461538466,349.8,348.6,0.91,571.0,735.65,14.814560439560442,32.64697802197798,194.2049861495845,6643.780000000001,1438.08,529.0,5.301382010495533," Montes de Toledo, Toledo, Castilla-La Mancha, 45190, España",16.00415
2558,2558,39.65143,-4.990208,22.3923076923077,11.03571428571429,390.3,389.9,0.35,652.0,735.6,14.127747252747248,33.352472527472536,168.49166666666667,6548.969999999999,1391.01,529.0,5.301382010495533," La Jara, Toledo, Castilla-La Mancha, 45670, España",27.75991
2559,2559,39.63567,-4.469614,21.908791208791207,10.201373626373622,386.1,385.3,0.63,635.0,735.6,14.300274725274706,34.523626373626385,167.5650969529086,6552.67,1390.4,529.0,5.301382010495533," Montes de Toledo, Toledo, Castilla-La Mancha, 45150, España",15.014301
2560,2560,40.06983,-5.092264,23.136538461538457,11.31401098901098,347.70000000000005,347.6,0.07,620.0,735.6666666666666,12.59587912087912,31.073901098901064,156.8687150837989,6589.07,1379.75,664.0,5.079303485604518," Campana de Oropesa, Toledo, Castilla-La Mancha, 45610, España",30.295553
2561,2561,39.73903,-5.142811,22.88186813186814,11.49835164835165,473.19999999999993,473.19999999999993,0.07,620.0,735.5333333333333,13.467582417582417,31.419780219780204,175.05292479108635,6564.4,1381.85,529.0,5.301382010495533," Campana de Oropesa, Toledo, Castilla-La Mancha, 45573, España",29.40485
2562,2562,39.72627,-4.639593,21.55879120879121,9.614560439560435,467.00000000000006,466.50000000000006,0.42,700.0,735.5,13.759615384615367,31.946428571428577,166.88980716253442,6589.370000000001,1348.4,529.0,5.301382010495533," La Jara, Toledo, Castilla-La Mancha, 45140, España",27.859278
2563,2563,39.666,-4.642211,21.980494505494505,10.12912087912088,407.8,406.3,1.19,643.0,735.5166666666667,14.322527472527476,36.09587912087914,171.05524861878453,6562.8,1400.59,529.0,5.301382010495533," La Jara, Toledo, Castilla-La Mancha, 45130, España",15.325381
2564,2564,40.15771,-4.785211,21.12774725274726,9.734890109890108,329.40000000000003,323.5,4.2,554.0,735.75,11.088186813186814,35.90329670329669,200.8379120879121,6589.299999999999,1316.97,664.0,5.079303485604518," Navamorcuende, Sierra de San Vicente, Toledo, Castilla-La Mancha, España",15.955955
2565,2565,39.98035,-3.439631,22.249450549450547,9.38516483516484,326.2,325.5,0.49,542.0,735.6833333333333,15.802747252747253,34.88214285714285,171.27823691460054,6614.23,1470.6,529.0,5.301382010495533," Noblejas, Mesa de Ocaña, Toledo, Castilla-La Mancha, España",33.452316
2566,2566,39.74052,-4.184025,21.880494505494514,10.02912087912087,407.8,406.3,1.19,643.0,735.65,14.322527472527476,36.09587912087914,171.05524861878453,6562.8,1398.3000000000002,529.0,5.301382010495533," Noez, Montes de Toledo, Toledo, Castilla-La Mancha, España",11.831061
2567,2567,40.15645,-4.502765,22.84423076923076,10.508241758241764,340.1,340.1,0.0,584.0,735.7333333333333,13.474725274725268,32.043681318681315,164.4611111111111,6643.45,1402.0300000000002,529.0,5.301382010495533," Nombela, Torrijos, Toledo, Castilla-La Mancha, España",37.94248
2568,2568,40.04707,-4.272139,22.70576923076923,9.986538461538467,320.29999999999995,320.2,0.07,520.0,735.7,14.134340659340658,31.794780219780225,170.6094182825485,6672.629999999999,1428.92,529.0,5.301382010495533," Torrijos, Toledo, Castilla-La Mancha, 45519, España",14.491697
2569,2569,40.07499,-3.854127,23.447527472527483,10.826373626373623,311.79999999999995,311.4,0.28,546.0,735.7,15.18461538461538,32.29505494505496,183.4116022099448,6674.67,1494.06,529.0,5.301382010495533," La Sagra, Toledo, Castilla-La Mancha, 45230, España",20.162106
2570,2570,40.11466,-4.620405,22.94423076923077,10.608241758241755,340.1,340.1,0.0,584.0,735.7,13.474725274725268,32.043681318681315,164.4611111111111,6643.45,1405.98,529.0,5.301382010495533," Sierra de San Vicente, Toledo, Castilla-La Mancha, 45643, España",36.293472
2571,2571,39.96031,-3.499733,22.298626373626387,9.439560439560443,326.2,325.5,0.49,542.0,735.6166666666667,15.802747252747253,34.88214285714285,171.27823691460054,6614.23,1472.44,529.0,5.301382010495533," Mesa de Ocaña, Toledo, Castilla-La Mancha, 45300, España",17.743103
2572,2572,39.94308,-3.986718,22.890659340659354,9.962362637362627,326.90000000000003,326.70000000000005,0.14,528.0,735.6166666666667,14.696153846153832,32.239560439560414,179.2841225626741,6677.52,1460.9,529.0,5.301382010495533," La Sagra, Toledo, Castilla-La Mancha, 45280, España",11.100967
2573,2573,40.00346,-3.572239,23.037362637362644,10.320054945054943,296.4,295.79999999999995,0.42,529.0,735.6666666666666,16.025274725274723,33.14642857142854,180.85635359116023,6677.950000000001,1504.85,529.0,5.301382010495533," Mesa de Ocaña, Toledo, Castilla-La Mancha, 45340, España",21.141518
2574,2574,39.64753,-3.874646,22.114010989011,9.880494505494504,318.30000000000007,317.00000000000006,1.0499999999999998,533.0,735.5166666666667,16.001098901098896,32.44230769230771,200.21823204419888,6673.099999999999,1468.03,529.0,5.301382010495533," Orgaz, Montes de Toledo, Toledo, Castilla-La Mancha, España",16.729944
2575,2575,39.91914,-5.173415,22.8434065934066,11.086813186813194,376.3,376.3,0.0,623.0,735.6666666666666,11.452197802197796,30.04532967032969,167.0360110803324,6583.450000000001,1349.47,664.0,5.079303485604518,"Oropesa, Campana de Oropesa, Toledo, Castilla-La Mancha, España",21.773262
2576,2576,40.00064,-4.515163,23.04423076923075,10.708241758241757,340.1,340.1,0.0,584.0,735.6666666666666,13.474725274725268,32.043681318681315,164.4611111111111,6643.45,1408.52,529.0,5.301382010495533," Torrijos, Toledo, Castilla-La Mancha, 45544, España",53.155453
2577,2577,40.11916,-3.963299,22.790659340659342,9.862362637362637,326.90000000000003,326.70000000000005,0.14,528.0,735.7166666666667,14.696153846153832,32.239560439560414,179.2841225626741,6677.52,1457.48,529.0,5.301382010495533," La Sagra, Toledo, Castilla-La Mancha, 45214, España",10.209644
2578,2578,40.0439,-3.836551,23.447527472527483,10.826373626373623,311.79999999999995,311.4,0.28,546.0,735.6666666666666,15.18461538461538,32.29505494505496,183.4116022099448,6674.67,1494.25,529.0,5.301382010495533," La Sagra, Toledo, Castilla-La Mancha, 45290, España",25.409868
2579,2579,40.20581,-4.428842,22.892032967032964,10.563461538461544,340.1,340.1,0.0,584.0,735.7166666666667,13.474725274725268,32.043681318681315,164.4611111111111,6643.45,1403.14,529.0,5.301382010495533," Torrijos, Toledo, Castilla-La Mancha, 45910, España",36.75395
2580,2580,40.06106,-5.063858,23.08736263736264,11.260714285714284,347.70000000000005,347.6,0.07,620.0,735.6833333333333,12.59587912087912,31.073901098901064,156.8687150837989,6589.07,1379.54,664.0,5.079303485604518," Campana de Oropesa, Toledo, Castilla-La Mancha, 45610, España",29.20779
2581,2581,40.17627,-4.596936,21.962362637362634,10.18379120879121,312.0,307.70000000000005,3.1500000000000004,530.0,735.75,11.95027472527472,34.741208791208784,198.62049861495845,6621.54,1362.95,664.0,5.079303485604518," Sierra de San Vicente, Toledo, Castilla-La Mancha, 45918, España",12.807017
2582,2582,40.03209,-4.802787,22.95796703296702,10.96346153846155,343.1,343.0,0.07,591.0,735.6833333333333,12.978846153846154,32.41291208791207,160.32485875706217,6613.06,1383.5300000000002,529.0,5.301382010495533," Sierra de San Vicente, Toledo, Castilla-La Mancha, 45638, España",78.07369
2583,2583,39.78912,-4.1682,22.1118131868132,9.83021978021978,389.6,388.7000000000001,0.7,600.0,735.65,14.311538461538458,32.8664835164835,177.29834254143643,6627.7,1398.64,529.0,5.301382010495533," Montes de Toledo, Toledo, Castilla-La Mancha, 45161, España",15.234269
2584,2584,40.0639,-4.229168,22.50576923076921,9.786538461538465,320.29999999999995,320.2,0.07,520.0,735.6666666666666,14.134340659340658,31.794780219780225,170.6094182825485,6672.629999999999,1423.5500000000002,529.0,5.301382010495533," Torrijos, Toledo, Castilla-La Mancha, 45512, España",14.301605
2585,2585,39.59846,-3.118667,23.148351648351667,10.353296703296705,271.7,270.4,0.98,485.0,735.5166666666667,17.257417582417574,34.441208791208766,186.8429752066116,6718.49,1543.5500000000002,529.0,5.301382010495533," Mancha Alta de Toledo, Toledo, Castilla-La Mancha, 45840, España",19.47908
2586,2586,39.8645,-4.358903,22.84423076923076,10.508241758241764,340.1,340.1,0.0,584.0,735.65,13.474725274725268,32.043681318681315,164.4611111111111,6643.45,1402.4499999999998,529.0,5.301382010495533," Torrijos, Toledo, Castilla-La Mancha, 45516, España",26.939987
2587,2587,39.91259,-4.679905,22.75796703296703,10.763461538461533,343.1,343.0,0.07,591.0,735.6666666666666,12.978846153846154,32.41291208791207,160.32485875706217,6613.06,1376.91,529.0,5.301382010495533," La Jara, Toledo, Castilla-La Mancha, 45691, España",68.50863
2588,2588,39.80316,-5.172055,23.434890109890112,12.049450549450556,473.19999999999993,473.19999999999993,0.07,620.0,735.65,13.467582417582417,31.419780219780204,175.05292479108635,6564.4,1399.33,529.0,5.301382010495533," Campana de Oropesa, Toledo, Castilla-La Mancha, 45572, España",54.19277
2589,2589,39.52443,-5.114378,21.640934065934065,10.289835164835164,390.3,389.9,0.35,652.0,735.5166666666667,14.127747252747248,33.352472527472536,168.49166666666667,6548.969999999999,1369.94,529.0,5.301382010495533," Puerto de San Vicente, La Jara, Toledo, Castilla-La Mancha, España",16.67439
2590,2590,39.69444,-4.152859,21.659615384615392,9.379945054945056,389.6,388.7000000000001,0.7,600.0,735.5333333333333,14.311538461538458,32.8664835164835,177.29834254143643,6627.7,1384.21,529.0,5.301382010495533," Pulgar, Montes de Toledo, Toledo, Castilla-La Mancha, España",18.447968
2591,2591,39.50893,-3.24591,23.3175824175824,10.750000000000004,281.9,280.4,1.12,491.0,735.5666666666667,17.289560439560432,33.11868131868136,190.3774104683196,6716.51,1544.69,529.0,5.301382010495533," Quero, Mancha Alta de Toledo, Toledo, Castilla-La Mancha, España",25.038475
2592,2592,39.59079,-3.042736,23.148351648351667,10.353296703296705,271.7,270.4,0.98,485.0,735.5333333333333,17.257417582417574,34.441208791208766,186.8429752066116,6718.49,1543.5500000000002,529.0,5.301382010495533," Mancha Alta de Toledo, Toledo, Castilla-La Mancha, 45800, España",20.26741
2593,2593,40.10527,-4.324175,22.805769230769226,10.086538461538462,320.29999999999995,320.2,0.07,520.0,735.7166666666667,14.134340659340658,31.794780219780225,170.6094182825485,6672.629999999999,1432.18,529.0,5.301382010495533," Quismondo, Torrijos, Toledo, Castilla-La Mancha, España",12.078818
2594,2594,40.13696,-4.690419,21.22774725274722,9.834890109890114,329.40000000000003,323.5,4.2,554.0,735.7166666666667,11.088186813186814,35.90329670329669,200.8379120879121,6589.299999999999,1320.11,664.0,5.079303485604518," Sierra de San Vicente, Toledo, Castilla-La Mancha, 45640, España",12.824046
2595,2595,40.05353,-3.992467,23.090659340659347,10.162362637362644,326.90000000000003,326.70000000000005,0.14,528.0,735.7,14.696153846153832,32.239560439560414,179.2841225626741,6677.52,1466.6899999999998,529.0,5.301382010495533," La Sagra, Toledo, Castilla-La Mancha, 45211, España",12.340441
2596,2596,39.74334,-4.755482,21.90851648351649,9.967857142857142,467.00000000000006,466.50000000000006,0.42,700.0,735.5833333333334,13.759615384615367,31.946428571428577,166.88980716253442,6589.370000000001,1359.27,529.0,5.301382010495533," Retamoso de la Jara, La Jara, Toledo, Castilla-La Mancha, España",26.774643
2597,2597,39.96081,-4.192946,23.15659340659341,10.437087912087918,320.29999999999995,320.2,0.07,520.0,735.7,14.134340659340658,31.794780219780225,170.6094182825485,6672.629999999999,1443.25,529.0,5.301382010495533,"Rielves, Torrijos, Toledo, Castilla-La Mancha, España",17.325155
2598,2598,39.60931,-4.90525,21.792307692307688,10.435714285714283,390.3,389.9,0.35,652.0,735.5333333333333,14.127747252747248,33.352472527472536,168.49166666666667,6548.969999999999,1373.09,529.0,5.301382010495533," La Jara, Toledo, Castilla-La Mancha, 45674, España",17.117949
2599,2599,39.70677,-3.431007,22.8629120879121,10.200274725274731,289.6,288.5,0.98,472.0,735.6666666666666,17.649450549450535,32.678846153846166,199.51388888888889,6709.27,1531.6,529.0,5.301382010495533," Mancha Alta de Toledo, Toledo, Castilla-La Mancha, 45770, España",18.486444
2600,2600,39.83086,-4.717926,22.25879120879121,10.314560439560442,467.00000000000006,466.50000000000006,0.42,700.0,735.6166666666667,13.759615384615367,31.946428571428577,166.88980716253442,6589.370000000001,1369.71,529.0,5.301382010495533," San Bartolomé de las Abiertas, La Jara, Toledo, Castilla-La Mancha, España",30.56019
2601,2601,39.70229,-4.389698,21.694780219780235,9.567582417582422,459.9,459.2,0.6299999999999999,680.0,735.4833333333333,14.081318681318688,32.49972527472524,170.13019390581718,6601.779999999999,1363.5099999999998,529.0,5.301382010495533," Montes de Toledo, Toledo, Castilla-La Mancha, 45165, España",25.841673
2602,2602,39.7843,-4.632938,22.60851648351648,10.66785714285714,467.00000000000006,466.50000000000006,0.42,700.0,735.5666666666667,13.759615384615367,31.946428571428577,166.88980716253442,6589.370000000001,1380.1,529.0,5.301382010495533," San Martín de Pusa, La Jara, Toledo, Castilla-La Mancha, España",40.567284
2603,2603,39.53926,-4.331608,21.017582417582425,9.575274725274715,405.8,403.4,1.96,594.0,735.5166666666667,14.200549450549453,35.90686813186816,179.64166666666668,6583.959999999999,1369.4699999999998,529.0,5.301382010495533," San Pablo de los Montes, Montes de Toledo, Toledo, Castilla-La Mancha, España",14.592774
2604,2604,40.0689,-4.7318,22.904945054945053,10.90824175824176,343.1,343.0,0.07,591.0,735.6833333333333,12.978846153846154,32.41291208791207,160.32485875706217,6613.06,1381.3200000000002,529.0,5.301382010495533," Sierra de San Vicente, Toledo, Castilla-La Mancha, 45646, España",61.888054
